fogground,snowfall,dust,snowdepth,mist,drizzle,hail,fastest2minwindspeed,thunder,glaze,snow,ice,fog,temperaturemin,fastest5secwindspeed,freezingfog,temperaturemax,blowingsnow,freezingrain,rain,highwind,date,precipitation,fogheavy,smokehaze,avgwindspeed,fastest2minwinddir,fastest5secwinddir
No,0,No,0,No,No,No,10.07,No,No,No,No,No,29.1,14.99,No,57.9,No,No,No,No,2014-12-14,0,No,No,1.34,30,30
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,37.9,12.97,No,50,No,No,No,No,2014-12-21,0,No,No,4.03,80,80
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,36,18.12,No,41,No,No,No,No,2014-12-22,0.4,Yes,No,6.71,50,50
No,0,No,0,No,No,No,17,No,No,No,No,Yes,28.2,23.94,No,41,No,No,No,No,2014-12-30,0.02,No,No,5.82,40,40
No,0,No,0,No,No,No,8.95,No,No,No,No,No,41,12.08,No,54,No,No,No,No,2015-01-02,0,No,No,2.91,230,230
No,0,No,0,No,No,No,14.99,No,No,No,No,No,11.1,23.04,No,27.1,No,No,No,No,2015-01-08,0,No,No,5.37,210,360
No,0,No,0,No,No,No,19.91,No,Yes,No,No,Yes,31.1,27.96,No,44.1,No,No,No,No,2015-01-13,0.03,No,No,11.41,40,50
No,0,No,0,No,No,No,12.08,No,Yes,No,No,Yes,28.2,17,No,33.1,No,No,No,No,2015-01-14,0.01,No,No,4.92,30,30
No,0,No,0,No,No,No,16.11,No,No,No,No,No,39,19.91,No,66.9,No,No,No,No,2015-01-20,0,No,No,6.26,230,220
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,35.1,17,No,41,No,No,No,No,2015-01-23,0.67,No,No,6.93,60,50
No,0,No,0,No,No,No,12.97,No,No,No,No,No,29.1,17,No,55,No,No,No,No,2015-01-25,0,No,No,4.7,230,230
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,30.2,18.12,No,44.1,No,No,No,No,2015-01-27,0.01,No,No,5.14,280,330
No,0,No,0,No,No,No,12.97,No,No,No,No,No,17.2,16.11,No,42.1,No,No,No,No,2015-02-06,0,No,No,4.25,230,240
No,0,No,0,No,No,No,23.04,No,No,No,No,No,26.2,29.08,No,60.1,No,No,No,No,2015-02-07,0,No,No,8.28,240,240
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,36,25.05,No,45,No,No,No,No,2015-02-10,0.17,No,No,10.96,30,10
No,0,No,0,No,No,No,35.12,No,No,No,No,Yes,22.1,48.09,No,53.1,No,No,No,No,2015-02-14,0,No,No,11.18,270,290
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,35.1,19.91,No,43,No,No,No,No,2015-03-03,0.07,No,No,5.37,90,90
No,0,No,0,No,No,No,12.08,No,No,No,No,No,42.1,17,No,53.1,No,No,No,No,2015-03-13,0.02,No,No,4.92,50,90
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,48,25.05,No,73,No,No,No,No,2015-03-15,0,Yes,Yes,6.26,290,310
No,0,No,0,No,No,No,29.08,No,No,No,No,Yes,35.1,36.01,No,73.9,No,No,No,No,2015-03-31,0,No,No,9.17,230,260
No,0,No,0,No,No,No,18.12,No,No,No,No,No,52,25.95,No,75.9,No,No,No,No,2015-04-06,0,No,No,7.61,220,210
No,0,No,0,No,No,No,14.99,No,No,No,No,No,50,21.92,No,80.1,No,No,No,No,2015-04-13,0,No,No,6.04,180,160
No,0,No,0,No,No,No,19.91,No,No,No,No,No,48.9,29.97,No,68,No,No,No,No,2015-04-23,0,No,No,6.71,250,230
No,0,No,0,No,No,No,14.99,No,No,No,No,No,37.9,21.03,No,66.9,No,No,No,No,2015-04-24,0,No,No,3.58,260,330
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,45,14.99,No,57,No,No,No,No,2015-04-25,0.34,Yes,No,3.58,210,20
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,46,18.12,No,73,No,No,No,No,2015-05-02,0,No,No,2.91,40,50
No,0,No,0,No,No,No,18.12,No,No,No,No,No,57,23.94,No,81,No,No,No,No,2015-05-08,0,No,No,7.83,80,90
No,0,No,0,No,No,No,17,No,No,No,No,Yes,68,21.92,No,87.1,No,No,No,No,2015-05-12,0,No,No,8.05,240,240
No,0,No,0,No,No,No,17,No,No,No,No,No,69.1,21.92,No,91,No,No,No,No,2015-05-18,0,No,No,6.49,220,230
No,0,No,0,No,No,No,17,Yes,No,No,No,Yes,57,21.92,No,71.1,No,No,No,No,2015-05-21,0.24,No,No,6.49,120,110
No,0,No,0,No,No,No,14.99,No,No,No,No,Yes,63,18.12,No,68,No,No,No,No,2015-06-03,0.02,No,No,7.16,50,50
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,60.1,14.09,No,78.1,No,No,No,No,2015-06-05,0.01,No,No,3.58,90,90
No,0,No,0,No,No,No,14.09,No,No,No,No,No,59,19.91,No,88,No,No,No,No,2015-06-06,0,No,No,5.59,40,30
No,0,No,0,No,No,No,29.08,Yes,No,No,No,Yes,69.1,42.95,No,91.9,No,No,No,No,2015-06-26,1.26,No,Yes,4.7,250,240
No,0,No,0,No,No,No,17,No,No,No,No,Yes,66.9,23.04,No,87.1,No,No,No,No,2015-07-01,0,No,Yes,7.38,220,230
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,66,14.99,No,86,No,No,No,No,2015-07-12,0,No,No,3.58,40,50
No,0,No,0,No,No,No,23.94,Yes,No,No,No,Yes,71.1,27.96,No,88,No,No,No,No,2015-07-13,0.65,No,No,6.49,230,210
No,0,No,0,No,No,No,16.11,No,No,No,No,No,72,21.03,No,86,No,No,No,No,2015-07-16,0,No,No,6.71,40,40
No,0,No,0,No,No,No,6.93,No,No,No,No,No,68,18.12,No,90,No,No,No,No,2015-07-17,0,No,No,3.36,170,170
No,0,No,0,No,No,No,8.95,No,No,No,No,No,66,17,No,89.1,No,No,No,No,2015-07-26,0,No,No,3.13,170,130
No,0,No,0,No,No,No,10.07,No,No,No,No,No,72,14.09,No,90,No,No,No,No,2015-07-27,0,No,No,4.25,130,160
No,0,No,0,No,No,No,8.95,No,No,No,No,No,73,14.09,No,93.9,No,No,No,No,2015-07-30,0,No,No,2.91,270,260
No,0,No,0,No,No,No,12.08,No,No,No,No,No,64.9,14.09,No,90,No,No,No,No,2015-08-02,0,No,No,3.58,50,40
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,64.9,17,No,87.1,No,No,No,No,2015-08-12,0,No,No,3.13,30,40
No,0,No,0,No,No,No,8.05,No,No,No,No,No,69.1,12.97,No,91.9,No,No,No,No,2015-08-16,0,No,No,3.13,60,30
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,72,14.09,No,89.1,No,No,No,No,2015-08-25,0,No,No,2.91,30,40
No,0,No,0,No,No,No,12.97,No,No,No,No,No,69.1,16.11,No,82,No,No,No,No,2015-08-26,0,No,No,6.26,40,30
No,0,No,0,No,No,No,10.07,No,No,No,No,No,63,14.99,No,86,No,No,No,No,2015-08-30,0,No,No,2.46,200,210
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,70,14.99,No,89.1,No,No,No,No,2015-09-08,0.04,Yes,No,2.01,200,120
No,0,No,0,No,No,No,18.12,No,No,No,No,Yes,68,27.96,No,78.1,No,No,No,No,2015-09-12,0.34,No,No,6.26,260,270
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,62.1,12.97,No,87.1,No,No,No,No,2015-09-19,0,Yes,No,1.57,80,80
No,0,No,0,No,No,No,18.12,No,No,No,No,Yes,64,25.95,No,69.1,No,No,No,No,2015-09-26,1.02,No,No,12.3,50,50
No,0,No,0,No,No,No,21.03,No,No,No,No,Yes,70,29.08,No,80.1,No,No,No,No,2015-09-28,0.28,No,Yes,8.72,90,90
No,0,No,0,No,No,No,18.12,No,No,No,No,Yes,66,29.08,No,82.9,No,No,No,No,2015-09-30,0.06,No,No,4.7,40,50
No,0,No,0,No,No,No,19.91,No,No,No,No,Yes,53.1,29.08,No,68,No,No,No,No,2015-10-03,1.23,No,No,12.08,50,40
No,0,No,0,No,No,No,18.12,No,No,No,No,No,55.9,29.97,No,60.1,No,No,No,No,2015-10-05,0.12,No,No,11.18,40,30
No,0,No,0,No,No,No,16.11,No,No,No,No,No,51.1,21.92,No,73,No,No,No,No,2015-10-06,0,No,No,5.14,40,50
No,0,No,0,No,No,No,10.07,No,No,No,No,No,57,17,No,82.9,No,No,No,No,2015-10-08,0,No,No,2.24,250,240
No,0,No,0,No,No,No,10.07,No,No,No,No,No,46.9,18.12,No,73,No,No,No,No,2015-10-15,0,No,No,2.91,270,310
No,0,No,0,No,No,No,12.08,No,No,No,No,No,39,17,No,66.9,No,No,No,No,2015-10-17,0,No,No,3.13,350,340
No,0,No,0,No,No,No,12.08,No,No,No,No,No,33.1,18.12,No,57.9,No,No,No,No,2015-10-18,0,No,No,3.36,330,320
No,0,No,0,No,No,No,14.99,No,No,No,No,No,48.9,19.91,No,79,No,No,No,No,2015-10-23,0,No,No,4.92,40,40
No,0,No,0,No,No,No,17,No,No,No,No,Yes,63,23.94,No,73,No,No,No,No,2015-10-28,0.46,No,No,10.29,170,170
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,45,14.99,No,68,No,No,No,No,2015-10-30,0,No,No,2.68,30,20
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,59,14.99,No,66,No,No,No,No,2015-11-02,1.52,No,No,4.7,40,40
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,59,14.09,No,64.9,No,No,No,No,2015-11-03,0.53,No,No,4.92,40,50
No,0,No,0,No,No,No,23.94,No,No,No,No,Yes,64.9,29.08,No,75.9,No,No,No,No,2015-11-06,0,Yes,No,9.62,240,210
No,0,No,0,No,No,No,8.05,No,No,No,No,No,46,12.97,No,68,No,No,No,No,2015-11-11,0,No,No,2.01,290,310
No,0,No,0,No,No,No,10.07,No,No,No,No,No,32,12.97,No,60.1,No,No,No,No,2015-11-21,0,No,No,1.34,80,80
No,0,No,0,No,No,No,6.93,No,No,No,No,Yes,43,8.95,No,71.1,No,No,No,No,2015-11-27,0,No,No,0.89,20,20
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,48.9,14.09,No,73.9,No,No,No,No,2015-11-29,0.13,No,No,2.01,80,90
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,36,14.09,No,61,No,No,No,No,2015-12-08,0,Yes,No,2.24,130,130
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,42.1,21.03,No,64,No,No,No,No,2015-12-09,0,Yes,No,4.7,230,230
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,44.1,14.99,No,66.9,No,No,No,No,2015-12-10,0,No,No,3.58,220,220
No,0,No,0,No,No,No,23.04,No,No,No,No,Yes,62.1,29.97,No,75,No,No,No,No,2015-12-14,0.04,No,No,10.74,230,230
No,0,No,0,No,No,No,6.93,No,No,No,No,No,36,10.07,No,57,No,No,No,No,2015-12-21,0,No,No,2.01,200,200
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,51.1,23.04,No,64.9,No,No,No,No,2015-12-22,0.66,No,No,4.92,160,180
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,63,12.08,No,73.9,No,No,No,No,2015-12-26,0.01,No,No,2.91,190,210
No,0,No,0,No,No,No,8.95,No,No,No,No,No,43,14.99,No,51.1,No,No,No,No,2016-01-01,0,No,No,2.68,350,360
No,0,No,0,No,No,No,14.99,No,No,No,No,No,23.2,21.03,No,34,No,No,No,No,2016-01-05,0,No,No,6.26,50,50
No,0,No,0,No,No,No,27.96,No,No,No,No,No,28.2,31.99,No,54,No,No,No,No,2016-01-12,0,No,No,9.17,230,250
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,42.1,23.94,No,61,No,No,No,No,2016-01-16,0,No,No,6.93,230,330
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,29.1,,No,42.1,No,No,No,No,2016-01-17,0.13,No,No,4.47,30,
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,18.1,21.03,No,39,No,No,No,No,2016-01-20,0,No,No,4.25,230,230
No,0,No,0,No,No,No,18.12,No,No,No,No,No,31.1,31.99,No,54,No,No,No,No,2016-01-29,0,No,No,5.82,270,290
No,0,No,0,No,No,No,23.04,No,No,No,No,Yes,28.2,29.08,No,55.9,No,No,No,No,2016-02-08,0.09,Yes,No,3.8,210,220
No,0,No,0,No,No,No,27.96,No,No,No,No,Yes,35.1,38.92,No,60.1,No,No,No,No,2016-02-16,1.16,Yes,No,8.05,170,160
No,0,No,0,No,No,No,12.97,No,No,No,No,No,32,18.12,No,51.1,No,No,No,No,2016-02-18,0,No,No,3.58,40,340
No,0,No,0,No,No,No,18.12,No,No,No,No,No,43,23.94,No,66,No,No,No,No,2016-02-20,0,No,No,10.07,240,240
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,45,21.03,No,57,No,No,No,No,2016-02-22,0.87,No,Yes,6.26,80,90
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,43,17,No,46,No,No,No,No,2016-02-23,0.19,No,No,6.26,60,60
No,0,No,0,No,No,No,16.11,No,No,No,No,No,24.3,23.94,No,52,No,No,No,No,2016-02-27,0,No,No,3.8,240,230
No,0,No,0,No,No,No,21.03,No,No,No,No,No,46,27.96,No,73,No,No,No,No,2016-02-29,0,No,No,9.17,240,280
No,0,No,0,No,No,No,17,No,No,No,No,Yes,37,25.05,No,57.9,No,No,No,No,2016-03-06,0.04,No,No,3.58,50,210
No,0,No,0,No,No,No,16.11,No,No,No,No,No,46.9,19.91,No,78.1,No,No,No,No,2016-03-08,0,No,No,7.16,230,220
No,0,No,0,No,No,No,12.08,No,No,No,No,No,59,21.03,No,78.1,No,No,No,No,2016-03-12,0,No,No,5.82,120,140
No,0,No,0,No,No,No,18.12,No,No,No,No,Yes,37,23.94,No,57,No,No,No,No,2016-03-21,0,No,No,5.37,270,270
No,0,No,0,No,No,No,23.04,No,No,No,No,No,32,25.95,No,66,No,No,No,No,2016-03-22,0,No,No,6.71,220,220
No,0,No,0,No,No,No,21.03,No,No,No,No,Yes,64,25.05,No,75.9,No,No,No,No,2016-03-25,0.04,No,No,9.84,220,240
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,54,14.99,No,59,No,No,No,No,2016-03-27,0.73,Yes,No,4.7,100,120
No,0,No,0,No,No,No,19.91,No,No,No,No,Yes,54,29.08,No,75,No,No,No,No,2016-03-28,0.08,Yes,No,6.71,300,290
No,0,No,0,No,No,No,21.03,No,No,No,No,Yes,55.9,29.97,No,71.1,No,No,No,No,2016-04-02,0.25,No,No,10.29,250,300
No,0,No,0,No,No,No,21.92,No,No,No,No,No,39.9,29.08,No,66.9,No,No,No,No,2016-04-15,0,No,No,9.62,70,60
No,0,No,0,No,No,No,8.95,No,No,No,No,No,42.1,14.09,No,84,No,No,No,No,2016-04-18,0,No,No,2.68,230,230
No,0,No,0,No,No,No,14.99,Yes,No,No,No,Yes,50,23.94,No,66.9,No,No,No,No,2016-05-06,0.68,No,No,3.8,360,20
No,0,No,0,No,No,No,17,Yes,No,No,No,No,60.1,27.96,No,82,No,No,No,No,2016-05-08,0,No,No,6.71,290,290
No,0,No,0,No,No,No,14.99,No,No,No,No,No,55.9,21.03,No,71.1,No,No,No,No,2016-05-20,0,No,No,6.26,110,110
No,0,No,0,No,No,No,14.09,Yes,No,No,No,Yes,53.1,21.03,No,70,No,No,No,No,2016-05-22,0.22,No,No,4.03,340,330
No,0,No,0,No,No,No,14.09,No,No,No,No,No,50,21.03,No,82.9,No,No,No,No,2016-05-24,0,No,No,4.47,230,230
No,0,No,0,No,No,No,16.11,Yes,No,No,No,Yes,66,19.91,No,84,No,No,No,No,2016-05-30,0.5,Yes,No,4.92,100,100
No,0,No,0,No,No,No,17,Yes,No,No,No,Yes,70,23.94,No,91,No,No,No,No,2016-06-03,0.07,No,Yes,4.25,40,30
No,0,No,0,No,No,No,16.11,No,No,No,No,No,69.1,23.94,No,91.9,No,No,No,No,2016-06-11,0,No,No,8.05,240,240
No,0,No,0,No,No,No,14.99,No,No,No,No,Yes,70,21.03,No,93,No,No,No,No,2016-06-12,0,No,No,6.93,260,280
No,0,No,0,No,No,No,12.08,No,No,No,No,No,59,14.99,No,90,No,No,No,No,2016-06-14,0,No,No,4.03,80,80
No,0,No,0,No,No,No,23.04,Yes,No,No,No,Yes,66.9,35.12,No,82.9,No,No,No,No,2016-06-17,0.1,No,Yes,7.61,40,30
No,0,No,0,No,No,No,10.07,No,No,No,No,No,55.9,16.11,No,88,No,No,No,No,2016-06-20,0,No,No,3.8,240,240
No,0,No,0,No,No,No,19.91,No,No,No,No,No,66.9,23.94,No,91,No,No,No,No,2016-06-21,0,No,No,10.07,230,220
No,0,No,0,No,No,No,14.99,Yes,No,No,No,Yes,72,23.04,No,91.9,No,No,No,No,2016-06-22,0.12,No,No,6.93,250,260
No,0,No,0,No,No,No,14.09,No,No,No,No,No,68,18.12,No,91,No,No,No,No,2016-07-09,0,No,No,5.82,250,270
No,0,No,0,No,No,No,14.09,No,No,No,No,No,69.1,16.11,No,88,No,No,No,No,2016-07-10,0,No,No,2.01,290,300
No,0,No,0,No,No,No,12.08,No,No,No,No,No,72,21.03,No,93.9,No,No,No,No,2016-07-13,0,No,No,3.13,240,320
No,0,No,0,No,No,No,12.97,No,No,No,No,No,70,17,No,89.1,No,No,No,No,2016-07-20,0,No,No,4.92,40,90
No,0,No,0,No,No,No,17,Yes,No,No,No,Yes,73.9,21.03,No,95,No,No,No,No,2016-07-30,0.03,No,Yes,4.92,230,230
No,0,No,0,No,No,No,19.91,No,No,No,No,Yes,75,25.95,No,91,No,No,No,No,2016-08-09,0,No,Yes,5.59,150,150
No,0,No,0,No,No,No,14.99,Yes,No,No,No,No,77,19.91,No,96.1,No,No,No,No,2016-08-14,0,No,No,6.26,240,230
No,0,No,0,No,No,No,8.95,No,No,No,No,No,64,12.97,No,87.1,No,No,No,No,2016-08-24,0,No,No,3.13,120,130
No,0,No,0,No,No,No,12.97,No,No,No,No,No,69.1,17,No,90,No,No,No,No,2016-08-29,0,No,No,5.59,40,50
No,0,No,0,No,No,No,14.09,No,No,No,No,No,66.9,18.12,No,91.9,No,No,No,No,2016-08-30,0,No,No,4.92,40,50
No,0,No,0,No,No,No,12.97,Yes,No,No,No,No,71.1,18.12,No,95,No,No,No,No,2016-08-31,0,No,No,3.36,160,190
No,0,No,0,No,No,No,14.99,Yes,No,No,No,Yes,71.1,19.91,No,93.9,No,No,No,No,2016-09-01,0.01,No,No,4.7,230,230
No,0,No,0,No,No,No,23.94,No,No,No,No,Yes,64,35.12,No,75,No,No,No,No,2016-09-02,1.13,No,No,11.41,40,30
No,0,No,0,No,No,No,12.08,No,No,No,No,No,71.1,16.11,No,93.9,No,No,No,No,2016-09-09,0,No,No,6.71,190,200
No,0,No,0,No,No,No,14.09,Yes,No,No,No,Yes,71.1,23.94,No,79,No,No,No,No,2016-09-19,1.3,No,No,5.59,310,280
No,0,No,0,No,No,No,17,Yes,No,No,No,Yes,71.1,21.92,No,82.9,No,No,No,No,2016-09-30,0.14,No,No,7.61,130,150
No,0,No,0,No,No,No,18.12,No,No,No,No,Yes,64.9,25.05,No,73.9,No,No,No,No,2016-10-07,0.36,No,No,9.4,90,100
No,0,No,0,No,No,No,16.11,No,No,No,No,No,45,21.92,No,68,No,No,No,No,2016-10-10,0,No,No,5.37,40,30
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,43,17,No,68,No,No,No,No,2016-10-11,0,No,No,3.36,40,80
No,0,No,0,No,No,No,18.12,No,No,No,No,No,54,25.05,No,71.1,No,No,No,No,2016-10-31,0,No,No,6.04,80,80
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,55.9,16.11,No,82.9,No,No,No,No,2016-11-03,0.01,No,No,5.14,240,240
No,0,No,0,No,No,No,14.99,No,No,No,No,No,37.9,19.01,No,64.9,No,No,No,No,2016-11-05,0,No,No,2.91,90,90
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,37,12.97,No,71.1,No,No,No,No,2016-11-06,0,No,No,1.57,30,30
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,37.9,21.03,No,64,No,No,No,No,2016-11-07,0,No,No,3.8,40,40
No,0,No,0,No,No,No,8.05,No,No,No,No,Yes,33.1,10.07,No,66.9,No,No,No,No,2016-11-08,0,No,No,2.91,230,240
No,0,No,0,No,No,No,8.05,No,No,No,No,Yes,37,12.97,No,69.1,No,No,No,No,2016-11-17,0,No,No,0.67,360,230
No,0,No,0,No,No,No,23.94,No,No,No,No,No,46,29.97,No,68,No,No,No,No,2016-12-01,0,No,No,6.49,230,220
No,0,No,0,No,No,No,14.09,No,No,No,No,No,37.9,19.91,No,52,No,No,No,No,2016-12-08,0,No,No,4.25,330,310
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,23.2,14.09,No,46,No,No,No,No,2016-12-11,0,No,No,2.91,160,140
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,37.9,14.09,No,55,No,No,No,No,2016-12-13,0,No,No,2.68,40,150
No,0,No,0,No,No,No,17,No,No,No,No,Yes,34,25.95,No,46.9,No,No,No,No,2016-12-19,0.21,No,No,9.62,40,40
No,0,No,0,No,No,No,14.99,No,No,No,No,No,37.9,19.01,No,66,No,No,No,No,2016-12-22,0,No,No,7.38,230,240
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,36,14.99,No,60.1,No,No,No,No,2016-12-28,0,No,No,2.91,10,20
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,41,25.95,No,64,No,No,No,No,2017-01-04,0,No,No,5.82,320,330
No,0,No,0,No,No,No,27.96,No,No,No,No,No,54,35.12,No,73,No,No,No,No,2017-01-12,0,No,No,12.53,230,230
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,46.9,,No,62.1,No,No,No,No,2017-01-17,0.04,Yes,No,8.28,220,
No,0,No,0,No,No,No,16.11,No,No,No,No,No,30.2,25.95,No,51.1,No,No,No,No,2017-01-27,0,No,No,6.49,250,250
No,0,No,0,No,No,No,23.04,No,No,No,No,No,30.2,31.99,No,54,No,No,No,No,2017-01-29,0.02,No,No,8.05,260,270
No,0,No,0,No,No,No,25.95,No,No,No,No,No,31.1,33.11,No,68,No,No,No,No,2017-01-31,0,No,No,12.75,230,240
No,0,No,0,No,No,No,10.07,No,No,No,No,No,42.1,14.09,No,70,No,No,No,No,2017-02-01,0,No,No,3.8,220,30
No,0,No,0,No,No,No,14.99,No,No,No,No,No,37,27.96,No,64,No,No,No,No,2017-02-13,0,No,No,7.16,280,330
No,0,No,0,No,No,No,14.99,No,No,No,No,Yes,39,25.05,No,55.9,No,No,No,No,2017-02-15,0.34,No,No,5.37,290,300
No,0,No,0,No,No,No,19.91,No,No,No,No,No,34,25.05,No,66,No,No,No,No,2017-02-17,0,No,No,6.71,220,230
No,0,No,0,No,No,No,23.04,No,No,No,No,Yes,30.2,40.94,No,54,No,No,No,No,2017-03-14,0.25,No,No,10.51,290,270
No,0,No,0,No,No,No,21.03,No,No,No,No,No,36,29.97,No,57,No,No,No,No,2017-03-19,0,No,No,7.16,30,40
No,0,No,0,No,No,No,14.99,Yes,No,No,No,Yes,50,21.92,No,82,No,No,No,No,2017-03-21,0.2,No,No,5.82,250,270
No,0,No,0,No,No,No,18.12,No,No,No,No,Yes,59,21.03,No,79,No,No,No,No,2017-03-27,0.06,No,No,9.17,230,230
No,0,No,0,No,No,No,16.11,No,No,No,No,No,55,21.92,No,66.9,No,No,No,No,2017-03-30,0,No,No,8.95,160,170
No,0,No,0,No,No,No,25.05,Yes,No,No,No,Yes,57.9,35.12,No,79,No,No,No,No,2017-03-31,0.42,No,No,10.74,230,230
No,0,No,0,No,No,No,14.09,No,No,No,No,No,55.9,19.01,No,82.9,No,No,No,No,2017-04-12,0,No,No,4.03,210,220
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,55,12.97,No,69.1,No,No,No,No,2017-04-19,0,No,No,3.58,50,50
No,0,No,0,No,No,No,16.11,No,No,No,No,No,55.9,23.04,No,81,No,No,No,No,2017-04-26,0,No,No,5.37,230,220
No,0,No,0,No,No,No,19.91,No,No,No,No,No,62.1,25.95,No,82,No,No,No,No,2017-04-27,0,No,No,10.51,220,210
No,0,No,0,No,No,No,17,No,No,No,No,No,72,21.03,No,89.1,No,No,No,No,2017-04-29,0,No,No,10.07,230,220
No,0,No,0,No,No,No,19.91,No,No,No,No,Yes,70,27.96,No,86,No,No,No,No,2017-04-30,0.02,No,No,10.51,250,250
No,0,No,0,No,No,No,25.95,Yes,No,No,No,Yes,55.9,36.01,No,78.1,No,No,No,No,2017-05-05,1.48,No,No,15.88,220,230
No,0,No,0,No,No,No,17,No,No,No,No,Yes,48.9,23.94,No,81,No,No,No,No,2017-05-14,0,No,No,7.16,250,230
No,0,No,0,No,No,No,12.97,No,No,No,No,No,57,17,No,87.1,No,No,No,No,2017-05-16,0,No,Yes,3.58,120,130
No,0,No,0,No,No,No,17,No,No,No,No,No,61,19.91,No,88,No,No,No,No,2017-05-27,0,No,No,6.04,220,220
No,0,No,0,No,No,No,14.99,No,No,No,No,No,68,18.12,No,86,No,No,No,No,2017-05-31,0,No,No,4.7,140,130
No,0,No,0,No,No,No,18.12,No,No,No,No,No,59,23.04,No,77,No,No,No,No,2017-06-07,0,No,No,10.29,90,100
No,0,No,0,No,No,No,25.05,Yes,No,No,No,Yes,70,31.09,No,91.9,No,No,No,No,2017-06-19,0.09,No,No,11.86,170,170
No,0,No,0,No,No,No,25.05,Yes,No,No,No,Yes,71.1,33.11,No,91,No,No,No,No,2017-06-24,0.46,No,No,7.83,240,210
No,0,No,0,No,No,No,12.08,No,No,No,No,No,60.1,19.01,No,84.9,No,No,No,No,2017-06-26,0,No,No,3.36,250,260
No,0,No,0,No,No,No,14.09,No,No,No,No,No,60.1,19.01,No,87.1,No,No,No,No,2017-06-29,0,No,No,6.71,190,190
No,0,No,0,No,No,No,17,No,No,No,No,No,73,21.03,No,90,No,No,No,No,2017-07-01,0,No,No,9.17,220,220
No,0,No,0,No,No,No,14.99,No,No,No,No,Yes,70,18.12,No,93,No,No,No,No,2017-07-03,0.15,No,No,2.91,190,170
No,0,No,0,No,No,No,16.11,No,No,No,No,No,73,23.04,No,91,No,No,No,No,2017-07-07,0,No,No,8.95,240,230
No,0,No,0,No,No,No,12.97,No,No,No,No,No,69.1,14.09,No,88,No,No,No,No,2017-07-09,0,No,No,3.36,50,40
No,0,No,0,No,No,No,16.11,No,No,No,No,No,73.9,19.91,No,98.1,No,No,No,No,2017-07-21,0,No,No,5.59,230,230
No,0,No,0,No,No,No,14.09,No,No,No,No,No,71.1,18.12,No,93,No,No,No,No,2017-07-24,0,No,No,7.16,230,260
No,0,No,0,No,No,No,17,No,No,No,No,No,57.9,21.03,No,87.1,No,No,No,No,2017-07-31,0,No,No,4.47,90,130
No,0,No,0,No,No,No,8.95,No,No,No,No,No,66,12.08,No,91,No,No,No,No,2017-08-02,0,No,No,3.36,50,220
No,0,No,0,No,No,No,14.99,No,No,No,No,No,68,21.03,No,91.9,No,No,No,No,2017-08-05,0,No,No,6.49,240,270
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,73,17,No,91.9,No,No,No,No,2017-08-12,0.48,No,No,5.37,300,280
No,0,No,0,No,No,No,17,No,No,No,No,Yes,64,25.05,No,71.1,No,No,No,No,2017-08-29,0.22,No,No,8.5,30,30
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,53.1,18.12,No,75.9,No,No,No,No,2017-09-07,0,No,No,2.91,260,310
